iter	Passed	Remaining
607	1831	1180
608	1832	1176
609	1833	1172
610	1834	1168
611	1835	1163
612	1836	1159
613	1838	1155
614	1839	1151
615	1840	1147
616	1842	1143
617	1844	1139
618	1845	1135
619	1846	1131
620	1847	1127
621	1848	1123
622	1849	1119
623	1850	1115
624	1852	1111
625	1853	1107
626	1855	1103
627	1856	1099
628	1857	1095
629	1858	1091
630	1859	1087
631	1860	1083
632	1861	1079
633	1862	1075
634	1864	1071
635	1865	1067
636	1866	1063
637	1867	1059
638	1868	1055
639	1869	1051
640	1870	1047
641	1871	1043
642	1873	1040
643	1874	1036
644	1875	1032
645	1877	1028
646	1878	1025
647	1879	1021
648	1880	1017
649	1881	1013
650	1882	1009
651	1883	1005
652	1884	1001
653	1886	997
654	1887	994
655	1888	990
656	1890	986
657	1891	983
658	1892	979
659	1893	975
660	1894	971
661	1895	967
662	1896	964
663	1897	960
664	1898	956
665	1900	953
666	1901	949
667	1902	945
668	1903	941
669	1904	938
670	1906	934
671	1907	930
672	1908	927
673	1909	923
674	1910	920
675	1912	916
676	1913	912
677	1914	909
678	1915	905
679	1916	901
680	1917	898
681	1918	894
682	1919	891
683	1921	887
684	1923	884
685	1923	880
686	1925	877
687	1925	873
688	1927	869
689	1928	866
690	1929	862
691	1930	859
692	1931	855
693	1932	852
694	1934	849
695	1935	845
696	1936	841
697	1937	838
698	1938	834
699	1939	831
700	1940	827
701	1941	824
702	1942	820
703	1944	817
704	1945	814
705	1947	810
706	1947	807
707	1948	803
708	1949	800
709	1950	796
710	1952	793
711	1953	790
712	1954	786
713	1956	783
714	1957	780
715	1958	776
716	1959	773
717	1960	770
718	1961	766
719	1962	763
720	1963	759
721	1964	756
722	1966	753
723	1967	750
724	1968	746
725	1969	743
726	1970	740
727	1972	736
728	1973	733
729	1973	730
730	1974	726
731	1976	723
732	1977	720
733	1979	717
734	1981	714
735	1982	711
736	1983	707
737	1984	704
738	1985	701
739	1986	698
740	1987	694
741	1988	691
742	1990	688
743	1992	685
744	1993	682
745	1994	679
746	1995	675
747	1996	672
748	1997	669
749	1998	666
750	1999	663
751	2000	659
752	2002	656
753	2004	654
754	2005	650
755	2006	647
756	2008	644
757	2009	641
758	2010	638
759	2011	635
760	2012	632
761	2013	629
762	2015	626
763	2016	623
764	2017	619
765	2018	616
766	2020	613
767	2021	610
768	2023	607
769	2024	604
770	2028	602
771	2029	599
772	2030	596
773	2031	593
774	2032	590
775	2033	587
776	2034	584
777	2036	580
778	2037	577
779	2039	575
780	2040	572
781	2041	569
782	2042	566
783	2043	562
784	2044	559
785	2045	556
786	2046	553
787	2047	550
788	2049	547
789	2050	545
790	2051	542
791	2052	539
792	2053	536
793	2054	533
794	2055	530
795	2056	527
796	2058	524
797	2059	521
798	2061	518
799	2062	515
800	2063	512
801	2064	509
802	2065	506
803	2066	503
804	2067	500
805	2068	497
806	2069	495
807	2071	492
808	2072	489
809	2074	486
810	2075	483
811	2076	480
812	2077	477
813	2078	474
814	2079	472
815	2080	469
816	2081	466
817	2084	463
818	2085	460
819	2086	458
820	2088	455
821	2089	452
822	2090	449
823	2092	446
824	2093	444
825	2094	441
826	2096	438
827	2097	435
828	2098	432
829	2099	430
830	2100	427
831	2101	424
832	2102	421
833	2103	418
834	2105	415
835	2106	413
836	2107	410
837	2109	407
838	2110	404
839	2111	402
840	2112	399
841	2113	396
842	2114	393
843	2115	391
844	2117	388
845	2118	385
846	2120	382
847	2121	380
848	2122	377
849	2123	374
850	2124	371
851	2125	369
852	2126	366
853	2127	363
854	2128	361
855	2129	358
856	2132	355
857	2133	353
858	2134	350
859	2135	347
860	2136	344
861	2137	342
862	2139	339
863	2140	336
864	2141	334
865	2143	331
866	2145	329
867	2147	326
868	2148	323
869	2149	321
870	2150	318
871	2151	315
872	2153	313
873	2156	310
874	2157	308
