iter	RMSE
468	5.129242049
469	5.127493802
470	5.125828889
471	5.124732901
472	5.123458213
473	5.122100069
474	5.119817367
475	5.11712378
476	5.11535769
477	5.113851165
478	5.112879494
479	5.111326574
480	5.109682864
481	5.107580718
482	5.106150395
483	5.104298688
484	5.103557465
485	5.102206238
486	5.100954527
487	5.099456905
488	5.098639198
489	5.097213315
490	5.095845607
491	5.094287999
492	5.09308628
493	5.091587926
494	5.09018327
495	5.088882766
496	5.08727508
497	5.085128505
498	5.084226823
499	5.08238637
500	5.080892043
501	5.079255025
502	5.078873363
503	5.077989831
504	5.076251362
505	5.074709607
506	5.073152225
507	5.071532275
508	5.071141977
509	5.06944641
510	5.068283945
511	5.067625323
512	5.067158943
513	5.065101672
514	5.063032771
515	5.061421386
516	5.060546393
517	5.059181586
518	5.058308332
519	5.056780367
520	5.055920379
521	5.054224153
522	5.053115266
523	5.051046485
524	5.049872073
525	5.048984021
526	5.047421538
527	5.046060333
528	5.04508512
529	5.043483547
530	5.042032166
531	5.041219961
532	5.039856769
533	5.038725087
534	5.038187785
535	5.036382843
536	5.035420106
537	5.033726479
538	5.032516336
539	5.031026592
540	5.029820742
541	5.028706034
542	5.026865535
543	5.025220056
544	5.023468865
545	5.022710876
546	5.022283004
547	5.021481777
548	5.019536599
549	5.017341764
550	5.016033565
551	5.014712025
552	5.013505933
553	5.011971182
554	5.010572066
555	5.00977436
556	5.00858182
557	5.006719668
558	5.00482437
559	5.003696133
560	5.002641061
561	5.001565752
562	5.00045279
563	4.998950942
564	4.996989829
565	4.996242024
566	4.995123884
567	4.99415396
568	4.993241333
569	4.992337958
570	4.990745434
571	4.989461613
572	4.988644494
573	4.987588676
574	4.986088394
575	4.984076041
576	4.983022171
577	4.981905628
578	4.980974916
579	4.979915872
580	4.979041425
581	4.977914483
582	4.977086993
583	4.976065448
584	4.974689088
585	4.973151797
586	4.971908395
587	4.971149034
588	4.970029913
589	4.968475752
590	4.9672828
591	4.965799053
592	4.964489572
593	4.962470185
594	4.961832849
595	4.961049485
596	4.959014658
597	4.957736148
598	4.956716355
599	4.955107102
600	4.953049022
601	4.952049455
602	4.950779361
603	4.949906548
604	4.948059263
605	4.947474967
606	4.946871207
607	4.945887627
608	4.944187684
609	4.943246105
610	4.942362036
611	4.94071856
612	4.93917031
613	4.93845885
614	4.937189942
615	4.936215517
616	4.93532323
617	4.934435955
618	4.933688498
619	4.932585397
620	4.931551792
621	4.93064718
622	4.928934628
623	4.927944201
624	4.926027494
625	4.92468124
626	4.923277255
627	4.922215269
628	4.921124395
629	4.919419669
630	4.918813669
631	4.917755239
632	4.916124532
633	4.915174986
634	4.913955295
635	4.912724218
636	4.911660774
637	4.910376127
638	4.909794419
639	4.908281349
640	4.907273234
641	4.906462606
642	4.905114183
643	4.90403827
644	4.902723955
645	4.901146223
646	4.900566319
647	4.89933564
648	4.898718408
649	4.898589005
650	4.897713309
651	4.896332438
652	4.894968954
653	4.893111178
654	4.891542812
655	4.890791889
656	4.890063498
657	4.888672662
658	4.887312029
659	4.885503055
660	4.885048674
661	4.884272797
662	4.883291925
663	4.881691667
664	4.879957249
665	4.878563824
666	4.876992323
667	4.876046465
668	4.874253849
669	4.873193634
670	4.872328168
671	4.871313582
672	4.870275426
673	4.869678621
674	4.868298015
675	4.866908746
676	4.866139492
677	4.865567044
678	4.864566928
679	4.863914154
680	4.862598674
681	4.861497681
682	4.860432422
683	4.859499634
684	4.858050581
685	4.857548698
686	4.855506994
687	4.854362283
688	4.853903194
689	4.852651671
690	4.850993384
691	4.849962309
692	4.848356434
693	4.84726668
694	4.846392607
695	4.845478398
696	4.844723148
697	4.843595511
698	4.842844061
699	4.842229771
700	4.842076687
701	4.841017423
702	4.840385881
703	4.839786657
704	4.838994461
705	4.837174578
706	4.836141306
707	4.835698246
708	4.834764422
709	4.833915092
710	4.832986294
711	4.832281204
712	4.831642548
713	4.830706538
714	4.82912292
715	4.828132598
716	4.827234366
717	4.825932897
718	4.824342004
719	4.824260352
720	4.822817834
721	4.821631831
722	4.820910459
723	4.820029206
724	4.818620687
725	4.817485536
726	4.816083536
727	4.81490219
728	4.813996842
729	4.813320306
730	4.812546045
731	4.811717848
732	4.810046844
733	4.809181381
734	4.807727358
735	4.806792765
736	4.805917879
737	4.805090283
738	4.803706962
739	4.802521915
740	4.801722066
741	4.801023025
742	4.800335423
743	4.799297102
744	4.797796815
745	4.796066515
746	4.795173835
747	4.793718967
748	4.792434993
749	4.791628793
750	4.791120934
751	4.790558421
752	4.789487188
753	4.789091249
754	4.78791479
755	4.787531803
756	4.786610002
757	4.785743468
758	4.784458923
759	4.783450527
760	4.782324058
761	4.781314013
762	4.780817667
763	4.779721093
764	4.779215374
765	4.778608807
766	4.776739493
767	4.775485588
768	4.774462037
769	4.773359039
770	4.772210775
771	4.771225025
772	4.77056064
773	4.769457633
774	4.769096648
775	4.768303894
776	4.76793447
777	4.767372583
778	4.766434403
779	4.765372647
780	4.763927266
781	4.763307058
782	4.76261833
783	4.762260379
784	4.761679309
785	4.760504259
786	4.759279159
787	4.757899635
788	4.756823372
789	4.756300879
790	4.755295464
791	4.754127466
792	4.752853364
793	4.752201676
794	4.751604738
795	4.75130797
796	4.750213682
797	4.748749438
798	4.747887648
799	4.747139857
800	4.745378264
801	4.744212219
802	4.742906489
803	4.74160329
804	4.740506291
805	4.739946214
806	4.738985274
807	4.738440449
808	4.737481812
809	4.736609651
810	4.735440503
811	4.735133983
812	4.734417714
813	4.733612432
814	4.732616935
815	4.731779426
816	4.730998591
817	4.730017717
818	4.729245333
819	4.727998504
820	4.726714322
821	4.726065748
822	4.724946436
823	4.722716081
824	4.722067221
825	4.721243108
826	4.719401624
827	4.718365009
828	4.71770021
829	4.716739815
830	4.716175884
831	4.715492713
832	4.714674992
833	4.713407558
834	4.712709037
835	4.711739664
836	4.710680587
837	4.710172007
838	4.709706918
839	4.709213479
840	4.708247092
841	4.70755878
842	4.70632633
843	4.705656904
844	4.705121117
845	4.704341329
846	4.702794368
847	4.701893166
848	4.700867083
849	4.699509074
850	4.698250134
851	4.697127435
852	4.695381806
853	4.694187866
854	4.693904685
855	4.692811516
856	4.691791247
857	4.691177091
858	4.690094842
859	4.689645713
860	4.6882088
861	4.687551829
862	4.686795341
863	4.685620484
864	4.684746308
865	4.683714107
866	4.682430325
867	4.681073696
868	4.679849581
869	4.678668918
870	4.678120773
871	4.677414994
872	4.677091878
873	4.67625881
874	4.675786526
875	4.6751606
876	4.674568089
877	4.673662308
878	4.672668075
879	4.671386321
880	4.670764833
881	4.669041836
882	4.668026562
883	4.667543904
884	4.666878711
885	4.66605089
886	4.664398646
887	4.663512607
888	4.662629008
889	4.661652202
890	4.661022148
891	4.660248703
892	4.659490581
893	4.658864219
894	4.658735103
895	4.657488741
896	4.656614138
897	4.655682113
898	4.653624817
899	4.652944397
900	4.65228942
901	4.651203189
902	4.650394427
903	4.649778494
904	4.648415201
905	4.648191559
906	4.647613895
907	4.647122122
908	4.64607453
909	4.644479257
910	4.644218476
911	4.64341907
912	4.642059123
913	4.641316561
914	4.640580159
915	4.640262328
916	4.63958551
917	4.639084253
918	4.638310672
919	4.637161271
920	4.636519939
921	4.634883257
922	4.633615113
923	4.63258355
924	4.631572058
925	4.630839655
926	4.629283962
927	4.627861808
928	4.62749794
929	4.626962466
930	4.626013202
931	4.625616108
932	4.624884216
933	4.624372711
934	4.62318053
935	4.622324137
936	4.621711852
937	4.621423386
938	4.621124728
939	4.620345858
940	4.619921443
941	4.619747594
942	4.619163505
943	4.618413421
944	4.617799931
945	4.616812051
946	4.615464369
947	4.615078553
948	4.613834644
949	4.613545218
950	4.612065304
951	4.611438179
952	4.610599391
953	4.610109859
954	4.609434277
955	4.609331228
956	4.607769982
957	4.606741771
958	4.606713058
959	4.605772384
960	4.605274613
961	4.604565956
962	4.60352183
963	4.602856686
964	4.602568315
965	4.602067677
966	4.60123617
967	4.600106263
968	4.598784472
969	4.597991722
970	4.597531096
971	4.596539999
972	4.595570214
973	4.59523989
974	4.594181035
975	4.59362102
976	4.592739021
977	4.591765235
978	4.590849789
979	4.59042967
980	4.590265919
981	4.58932457
982	4.587844472
983	4.587562685
984	4.586811543
985	4.585823991
986	4.585668997
987	4.585320346
988	4.584804999
989	4.583666795
990	4.583239673
991	4.58305308
992	4.58284393
993	4.582364507
994	4.58209703
995	4.581394151
996	4.580565923
997	4.580439266
998	4.579765161
999	4.579294301
